"code","display_name","brands","countries","categories","ingredients_text","nova_group","nutriscore_grade","ecoscore_grade","energy_kcal_100g","sugars_100g","salt_100g","game_ready","review_status","review_notes","source_dataset","selection_rationale"
"5023528000036","Lancashire oven bottom muffins","Sheldon's","United States, en:united-kingdom","Hamburger buns","wheat flour (with calcium carbonate, iron, thiamin (b1), niacin (b3)), water, yeast, sugar, salt, vinegar, rapeseed oil, soya flour, palm oil, emulsifier (sodium stearoyl-2-lactylate), preservative (calcium propionate), flour treatment agent: ascorbic acid (vitamin c)","4","b","b","254.0","2.46","0.769","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0123456789012","Peanut Butter Crunch","Fleischer, Selbst gemacht, The Wholesome Bar, Uberti","France, Germany, Morocco, Togo, United States, en:belgium","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Cereals and potatoes, Meats and their products, Dried products, Fruits based foods, Meats, Prepared meats, Dried plant-based foods, Sausages, Breads, Dried fruits","Unbleached enriched wheat flour [flour, barley malt, niacin (vitamin b3), iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid (vitamin b9)], water, sugar, yeast, wheat gluten, soybean oil, contains 2% or less of the following: salt, dough conditioners (mono - and diglycerides, sodium stearoyl lactylate, ethoxylated mono - and diglycerides, ascorbic acid), calcium propionate and sorbic acid (to retain freshness), yeast nutrients (calcium carbonate, calcium sulfate, monocalcium phosphate, ammonium sulfate), hydrogenated cottonseed oil, ground turmeric, soy lecithin.","4","a","unknown","52.941176470588","2.9411764705882","0.095588235294118","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0017077102322","KEFIR cultured lowfat milk","Lifeway","United States, en:mexico","Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, en:kefir","Pasteurized lowfat milk, nonfat milk, pectin, vitamin a palmitate, vitamin d3, live and active cultures.","4","b","e","45.8","3.75","0.13","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0077260062512","Elegant collection a decadent 16 piece private reserve chocolate assortment, assortment","Russell Stover Candies  Inc.","France,United States","en:chocolate-candies","Sugar, milk ingredients, corn syrup, cocoa butter, cocoa mass, brown sugar, palm kernel oil, water, almonds, hazelnuts, hydrogenated coconut oil, salt, soy lecithin, raspberries, coconut oil, honey, dried egg-white, coffee, flavour, artificial flavour, citric acid, lemon oil, tapioca flour, invertase, colour, baking soda, potassium sorbate, sodium benzoate.","4","e","unknown","488.0","51.16","0.2325","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0061232201047","Stem ginger oat biscuits","Nairn's","New Zealand, United States, en:united-kingdom","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","Wholegrain Oats (64%), Brown Sugar, Sustainable Palm Fruit Oil, Stem Ginger (6.3%) (Stem Ginger, Sugar), Dietary Fibre (Oligofructose), Ground Ginger, Partially Inverted Refiners Syrup, Barley Malt Syrup, Raising Agent: Sodium Carbonates, Sea Salt.

May contain traces of milk.","4","d","c","438.0","17.2","0.91","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0021000612239","original cream cheese","PHILADELPHIA","Spain,United States","Dairies,Fermented foods,Fermented milk products,Cheeses,Cream cheeses,es:cremas-de-queso","pasteurized milk and cream, salt, carob bean gum, cheese culture","4","d","d","357.0","3.57","0.982","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0051500720011","CREAMY PEANUT BUTTER","Jif","France,United States","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, Plant-based foods and beverages  Plant-based foods  Legumes and their products  Spreads  Nuts and their products  Plant-based spreads  Oilseed purees  Legume butters  Nut butters  Peanut butters, en:nut-butters","roasted peanuts, sugar, molasses, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, salt","4","c","d","576.0","9.09","1.06","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"06827465","Protein Waffles buttermilk vanilla","Eggo","France,United States","Waffles","Water, enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), sugar, soy protein isolate, whey protein concentrate, vegetable oil (soybean, palm, canola and/or cottonseed), buttermilk, contains 2% or less of leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), salt, natural flavors, eggs, soy lecithin. Vitamins and Minerals: Iron, vitamin A palmitate, vitamin B6 (pyridoxine hydrochloride), vitamin B12.","4","d","c","257.0","15.7","1.04","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0096619194261","Ancient Grains Probiotic Granola","Nature's Path Organic","Canada,United States","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Whole grain rolled oats *, cane sugar *, soy oil *, khorasan wheat, rolled spelt *, almonds, inulin * rice starch *, rolled quinoa *, rolled amaranth *, sea salt, molasses *, cinnamon *, vanilla flavor *, Probiotics (Bacillus coagulans GBI-30 6086), tocopherols (vitamin E). * ORGANIC Contains soy, almonds and wheat Produced in a facility that uses peanuts and other tree nuts.","4","d","d","455.0","29.8","1.11575","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0051500255162","Peanutbutter","Jif","France,Germany,United States","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Breakfasts, Spreads, Nuts and their products, Plant-based spreads, Sweet spreads, Oilseed purees, Legume butters, fr:Pâtes à tartiner, Nut butters, Peanut butters, Creamy-peanut-butter","MADE FROM ROASTED PEANUTS AND SUGAR, CONTAINS 2% OR LESS OF: MOLASSES, FULLY HYDROGENATED VEGETABLE OILS (RAPESEED AND SOYBEAN), MONO AND DIGLYCERIDES, SALT.","4","c","d","576.0","9.09","1.06","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0072250037129","100% Whole Wheat Bread","Nature's Own","Mexico,United States","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,White breads,Wheat breads","WHOLE WHEAT FLOUR, WATER, YEAST, BROWN SUGAR, WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, SOYBEAN OIL, VINEGAR, DISTILLED MONOGLYCERIDES, ENZYMES, MONOCALCIUM PHOSPHATE, ASCORBIC ACID, SOY LECITHIN, WHEAT BRAN.","4","a","a","231.0","3.85","1.15","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"11117780","Dark chocolate covered pretzels with peppermint pieces, peppermint","Nestlé","Brazil, France, United States, en:united-kingdom","snacks, da:crackers","Dark chocolate coating (sugar, chocolate liquor processed with alkali, cocoa butter, butterfat [milk], soy lecithin, and vanilla), pretzels (unbleached enriched wheat flour [flour, niacin, reduced iron, thiamine mononitrate-b1, riboflavin-b2, folic acid], malt, salt, soybean and/or canola oil, and yeast), peppermint flakes (sugar, corn syrup, vegetable juice concentrate, caramel color, natural peppermint oil).","4","e","b","467.0","36.67","0.7075","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7622210317629","Cheese Triangles","Dairylea","en:United Kingdom, United States","Dairies, Fermented foods, Fermented milk products, Cheeses, Cheeses for kids, en:cheese-spreads","skimmed milk (water, skimmed milk powder), cheese, milk fat, skimmed milk powder, stabilisers (citric acid, sodium carbonate), milk protein, whey powder (from milk), calcium phosphate, inulin, emulsifying salt (triphosphate),","4","d","d","211.0","4.48","1.44","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0073472001202","Flourless Sprouted Grain Bread","Food for Life","Spain,United States","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Cereals and potatoes, Legumes, Seeds, Cereals and their products, Legume seeds, Cereal grains, Pulses, Breads, Sprouts, Lentils, Lentil sprouts, Sliced breads, Wheats, Multigrain sliced breads, Pre-baked breads, Sprouted wheat, Sprouted barley, Sprouted millet, Sprouted soybeans, Sprouted spelt","organic sprouted wheat, filtered water, organic sprouted barley, organic sprouted millet, organic malted barley, organic sprouted lentils, organic sprouted soybeans, organic sprouted spelt, fresh yeast,organic wheat gluten, sea salt,","4","a","b","235.0","1.47","0.551","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"20333737","Roasted Cashew-Peanut-Mix Honey & Salt","Alesto, Lidl","Germany,United States","Växtbaserad mat och dryck, Växtbaserad mat, Snacks, Salta snacks, en:Nuts and their products, Nötter, en:Cashew nuts, en:Roasted nuts, en:Salted nuts","33% cashewnötter, 32 % jordnötter, socker, 3% honung, solrosolja geleringsmedel (gummi arabicum), salt, shea fett","4","d","d","533.0","35.5","0.83","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0048121102081","Original Muffins","Thomas'","United States","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, English muffins","enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamin mononitrate [vitamin B1], riboflavin [vitamin B2], folic acid), water, farina, yeast, salt, sugar, calcium propionate, sorbic acid, vegetable oil (soybean), wheat gluten, grain vinegar, soy lecithin, soy, whey","4","d","b","246.0","3.28","1.77","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0096619336753","Peanut Butter Pretzels","Kirkland Signature","Canada, France, United States, en:united-kingdom","snacks, salty-snacks, appetizers, da:crackers, en:pretzel","Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Peanut Butter (Valencia Peanuts, Molasses, Mono - and diglycerides), Salt, Soybean Oil, Corn Syrup, Barley Malt Extract.","4","e","b","480.0","4.0","2.05","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0078895300024","Panda Brand Oyster Flavoured Sauce","Lee Kum Kee","Australia, Canada, France, Germany, United States, en:united-kingdom","Condiments,Sauces,Oyster sauces","Water, sugar, salt, oyster extract 11% [oysters (molluscs) 90%, water, salt], salt, modified corn starch, flavour enhancer E621, wheat flour, colour E150a","4","e","unknown","113.0","21.0","11.31","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0811620020633","High Protein Milk Shake","Core Power","France, en:united-states","Dietary supplements, Bodybuilding supplements, Protein shakes, Protein drink, en:milks","filtered lowfat grade a milk, alkalized cocoa, natural flavors, lactase enzyme, sea salt, acesulfame potassium, carrageenan, cellulose gel, cellulose gum, stevia leaf extract, sucralose, vitamin a palmitate, vitamin d3","4","not-applicable","d","55.6","1.69","0.157","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0034000400126","Creamy Peanut Butter","reese's","France, United States, en:morocco","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","Peanuts; Sugar; hydrogenated Vegetable Oil [rapeseed Oil; Cottonseed Oil; Soybean Oil]; Salt; Peanut Oil; Monoglycerides; Molasses; Cornstarch.","4","b","d","594.0","11.0","0.35","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0013764027121","Good Seed Bread","Dave’s Killer Bread","Spain,United States, World","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Multigrain sliced breads","organic whole wheat (organic whole wheat flour, organic cracked whole wheat), water, good seed mix (organic whole flax seeds, organic sunflower seeds, organic ground whole flax seeds, organic un-hulled brown sesame seeds, organic un-hulled black sesame seeds), organic dried cane syrup (sugar), organic wheat gluten, organic oat fiber, organic steel cut oats, organic molasses, sea salt, yeast, organic cultured whole wheat,","4","a","b","250.0","7.14","1.07","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"3664346304863","Chocolate Orange Milk","Terry's","United Kingdom, United States, en:romania","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Milk chocolates","Sugar, cocoa mass, cocoa butter, skimmed milk powder, whey powder (from milk), vegetable fats (palm, shea), milk fat, emulsifiers (soya lecithins, E476), orange oil, flavouring. May contain nuts, wheat. MILK SOLIDS 14 % MINIMUM. COCOA SOLIDS 25% MINIMUM. CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER. B Rec INSERT","4","e","f","524.0","59.0","0.27","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0025293600232","Organic Soy Milk: Unsweet","Silk","United States","Undefined, en:soy-based-drinks","Organic Soymilk (Filtered Water, Organic Soybeans), Contains 2% or Less of: Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin BIZ), Sea Salt, Gellan Gum, Ascorbic Acid (Vitamin C To Protect Freshness), Natural Flavor.","4","b","b","33.3","0.417","0.0833","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0851770007566","Organic Protein Protein Powder","Orgain","United States","Meat alternatives,Meat analogues,Dietary supplements,Bodybuilding supplements,Protein powders","ORGAIN ORGANIC PROTEIN BLEND (PEA PROTEIN, BROWN RICE PROTEIN, CHIA SEED), ORGAIN ORGANIC CREAMER BASE ACACA HIGH OLEIC SUNFLOWER OIL, RICE DEXTRIN, SUNFLOWER LECITHIN, ROSEMARY EXTRACT), ERYTHRITOL, NATURAL FLAVORS, ACACIA ORCAIN ORGANIC 50 SUPERFOODS BLEND MILLET, AMARANTH, BUCKWHEAT, QUINOA CHIA, KALE POWDER, APPLE PULP, CINNAMON, ORGANIC SPROUTS BLEND (AMARANTH SPROUT, QUINOA SPROUT, MILLET SPROUT, BUCKWHEAT SPROUT, GARBANZO BEAN SPROUT, LENTIL SPROUT, ADZUKI SPROUT FLAX SPROUT, SUNFLOWER SPROUT, PUMPKIN SPROUT, CHIA SPROUT, SESAME SPROUT), ORGANIC SUPER VEGGIES, SUPER BERRIES SUPER GRASSES AND SUPER FOODS BLEND (ACAI&quot;, CRANBERRY, WHEAT GRASS, BARLEY GRASS, OAT GRASS, BANANA, MANGO, BEET, CARROT, SPINACH, BROCCOL TOMATO, KALE, CABBAGE, PARSLEY LEAF, BRUSSELS SPROUT, GREEN BELL PEPPER, CUCUMBER, CELERY, GARLIC, GINGER ROOT, GREEN ONION CAULIFLOWER, ASPARAGUS, PINEAPPLE, TURMERIC, STRAWBERRY&quot;, TART CHERRY, BLACKBERRY, BLUEBERRY, RASPBERRY REBA STEVIA EXTRACT, SEA SALT, GUAR GUM, XANTHAN GUM, NATURAL FLAVOR, ORGANIC FOOD BASED VITAMIN C (AMLA FRUIT EXTRACT ORGANIC FOOD BASED VITAMIN BLEND (GUAVA, HOLY BASIL, LEMON EXTRACT), PROBIOTIC (BACILLUS COAGULANS)","4","not-applicable","unknown","615.0","3.84","3.75","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7614500010617","Toblerone Dark Chocolate with Honey & Almond Nougat","Mondelez, Toblerone","France, Germany, Italy, Morocco, Switzerland, United States, en:romania","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bars, Chocolates, Dark chocolates, Chocolates with almonds, Dark chocolates with almonds, Swiss chocolates","cocoa mass, sugar, milk fat, honey (3,0 %), almonds (1,6%), cocoa butter, emulsifier (soya lecithin), egg white, chocolate contains: cocoa solids: 50% minimum,","4","e","e","516.0","47.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
